Street,City,County,State,Zipcode,Price,WalkScore,Bike_Score,Beds,Bath,Sqft,Property_Type,Year_Built,Status
2576 palmira ave,South lake tahoe,El-Dorado-County,Ca,96150,625000.0,75,95.0,5.0,3.0,2188.0,"Multi-family, triplex",1947.0,Active
3144 fain ln,Georgetown,El-Dorado-County,Ca,95634,359000.0,6,3.0,2.0,1.5,960.0,Single family residential,1980.0,Active
102 slate ridge ct,El dorado hills,El-Dorado-County,Ca,95762,785000.0,17,25.0,3.0,2.0,2229.0,Single family residential,2005.0,Active
2792 hidden springs cir,Placerville,El-Dorado-County,Ca,95667,85000.0,32,14.0,2.0,2.0,1344.0,Mobile/manufactured home,1975.0,Active
3321 saint ives ct,Shingle springs,El-Dorado-County,Ca,95682,1150000.0,6,22.0,4.0,3.5,3364.0,Single family residential,1988.0,Active
6256 pikes peak cir,Garden valley,El-Dorado-County,Ca,95633,349999.0,0,12.0,3.0,2.0,1440.0,Single family residential,1980.0,Active
1948 cold springs rd,Placerville,El-Dorado-County,Ca,95667,339900.0,5,3.0,2.0,1.5,1612.0,Single family residential,1975.0,Active
3503 royce ct,Rescue,El-Dorado-County,Ca,95672,463000.0,37,18.0,3.0,2.0,1200.0,Single family residential,1982.0,Active
6340 roller coaster rd,Garden valley,El-Dorado-County,Ca,95633,1189000.0,0,0.0,4.0,3.5,3223.0,Single family residential,2010.0,Active
5600 daisy cir,Pollock pines,El-Dorado-County,Ca,95726,339900.0,0,0.0,3.0,2.0,1324.0,Single family residential,1988.0,Active
4160 oro ln #15,El dorado,El-Dorado-County,Ca,95623,85000.0,38,37.0,2.0,1.0,620.0,Mobile/manufactured home,1960.0,Active
6660 little canyon rd,El dorado,El-Dorado-County,Ca,95623,350000.0,0,0.0,3.0,2.0,1200.0,Single family residential,1996.0,Active
405 ala wai blvd #184,South lake tahoe,El-Dorado-County,Ca,96150,595000.0,9,36.0,2.0,2.0,988.0,"Residential, townhouse",1965.0,Active
5557 robinhood ln,Pollock pines,El-Dorado-County,Ca,95726,299000.0,6,3.0,2.0,2.0,920.0,Single family residential,1997.0,Active
2970 sweetwater trl,Cool,El-Dorado-County,Ca,95614,339000.0,0,0.0,3.0,2.0,1418.0,Single family residential,1989.0,Active
1080 - 126 julie ln #126,South lake tahoe,El-Dorado-County,Ca,96150,180000.0,29,51.0,3.0,2.0,1200.0,Mobile/manufactured home,1995.0,Active
1050 kirkwood meadows dr unit 5ivb,Kirkwood,El-Dorado-County,Ca,95646,59500.0,8,2.0,2.0,3.0,1403.0,Condo,2002.0,Active
4570 justine ave,Diamond springs,El-Dorado-County,Ca,95619,467000.0,7,11.0,4.0,2.0,1330.0,Single family residence,1972.0,Active
4420 pleasant valley rd #183,Diamond springs,El-Dorado-County,Ca,95619,189000.0,8,26.0,3.0,2.0,1440.0,Mobile/manufactured home,1976.0,Active
542 finders way,El dorado hills,El-Dorado-County,Ca,95762,995000.0,26,15.0,5.0,3.0,2628.0,Single family residential,1989.0,Active
4541 - 4543 pony express trl,Camino,El-Dorado-County,Ca,95709,469000.0,15,1.0,3.0,1.5,1340.0,Multi-family (2-4 unit),1950.0,Active
3421 kensington ct,El dorado hills,El-Dorado-County,Ca,95762,869900.0,56,33.0,4.0,3.0,3292.0,Single family residential,1991.0,Active
4201 idle creek dr,Shingle springs,El-Dorado-County,Ca,95682,499000.0,24,8.0,3.0,2.0,1740.0,Single family residential,1985.0,Active
2452 apple vista ln,Camino,El-Dorado-County,Ca,95709,1375000.0,24,9.0,2.0,2.0,2750.0,Single family residential,1943.0,Active
2489 highland hills dr,El dorado hills,El-Dorado-County,Ca,95762,1699000.0,21,20.0,4.0,3.0,4062.0,Single family residential,1989.0,Active
7081 crystal blvd,El dorado,El-Dorado-County,Ca,95623,698000.0,0,0.0,3.0,3.0,2240.0,Single family residential,1979.0,Active
8291 bramble rd,Pollock pines,El-Dorado-County,Ca,95726,374900.0,0,0.0,2.0,2.0,1220.0,Single family residential,1936.0,Active
497 tahoe keys blvd #35,South lake tahoe,El-Dorado-County,Ca,96150,899000.0,13,44.0,3.0,2.5,1522.0,"Residential, townhouse",1975.0,Active
2000 triunfador ln,Rescue,El-Dorado-County,Ca,95672,1749000.0,1,6.0,3.0,2.0,2763.0,Single family residential,2003.0,Active
5840 pony express trl #31,Pollock pines,El-Dorado-County,Ca,96726,110000.0,2,4.0,3.0,2.0,1200.0,Mobile/manufactured home,1971.0,Active
3535 lake tahoe blvd #331,South lake tahoe,El-Dorado-County,Ca,96150,525000.0,73,88.0,1.0,1.0,627.0,Condo,1972.0,Active
7741 boondock trl,Somerset,El-Dorado-County,Ca,95684,659900.0,2,0.0,3.0,4.0,2493.0,Single family residential,1984.0,Active
2051 shorthandle rd,Greenwood,El-Dorado-County,Ca,95635,779000.0,0,0.0,3.0,2.0,1600.0,Multi-family (2-4 unit),1938.0,Active
4231 lakeview dr,Placerville,El-Dorado-County,Ca,95667,775000.0,0,15.0,3.0,2.0,2660.0,Single family residential,1982.0,Active
1080 julie ln #253,South lake tahoe,El-Dorado-County,Ca,96150,169000.0,29,51.0,3.0,2.0,1440.0,"Residential, mobile home",1977.0,Active
1390 ski run blvd #7,South lake tahoe,El-Dorado-County,Ca,96150,429000.0,40,34.0,2.0,2.0,800.0,Condo,1973.0,Active
642 pomeroy ct,El dorado hills,El-Dorado-County,Ca,95762,1149000.0,7,26.0,3.0,2.5,2756.0,Single family residential,2021.0,Active
4018 prairie falcon,El dorado hills,El-Dorado-County,Ca,95762,875000.0,0,21.0,5.0,3.0,3386.0,Single family residential,2000.0,Active
7424 perry creek rd,Somerset,El-Dorado-County,Ca,95684,699000.0,13,3.0,2.0,2.0,1400.0,Multi-family (2-4 unit),1972.0,Active
539 wintoon dr,South lake tahoe,El-Dorado-County,Ca,96150,1349000.0,0,29.0,4.0,3.5,3039.0,"Residential, single family",2016.0,Active
3470 hilton way,Shingle springs,El-Dorado-County,Ca,95682,825000.0,0,0.0,3.0,2.0,1788.0,Single family residential,1979.0,Active
3088 clark st,Placerville,El-Dorado-County,Ca,95667,334000.0,85,29.0,2.0,1.0,920.0,Single family residential,1948.0,Active
2076 bogus point ct,Cool,El-Dorado-County,Ca,95614,565000.0,1,4.0,4.0,2.5,2152.0,Single family residential,1991.0,Active
4972 hackomiller rd,Garden valley,El-Dorado-County,Ca,95633,425000.0,2,0.0,3.0,2.0,1592.0,Single family residential,1958.0,Active
1150 carson ave,South lake tahoe,El-Dorado-County,Ca,96150,725000.0,61,79.0,5.0,2.0,1776.0,"Residential, single family",1957.0,Active
6202 pony express trl,Pollock pines,El-Dorado-County,Ca,95726,375000.0,45,15.0,2.0,1.0,1314.0,Single family residential,1943.0,Active
531 christie dr,South lake tahoe,El-Dorado-County,Ca,96150,1290000.0,6,37.0,4.0,3.0,2858.0,"Residential, single family",1993.0,Active
1919 country club dr,Placerville,El-Dorado-County,Ca,95667,875000.0,3,1.0,3.0,2.5,2028.0,Single family residential,1978.0,Active
1011 autumn trail way,El dorado hills,El-Dorado-County,Ca,95762,790000.0,10,22.0,3.0,2.0,2010.0,Single family residential,2006.0,Active
4820 monte mar dr,El dorado hills,El-Dorado-County,Ca,95762,799888.0,9,30.0,2.0,2.0,2229.0,Single family residential,2005.0,Active
1080 julie ln #157,South lake tahoe,El-Dorado-County,Ca,96150,210000.0,29,51.0,3.0,2.0,1350.0,"Residential, mobile home",1975.0,Active
439 ala wai blvd #152,South lake tahoe,El-Dorado-County,Ca,96150,988000.0,11,41.0,3.0,3.0,1452.0,"Residential, townhouse",1969.0,Active
1527 palos verde ct,El dorado hills,El-Dorado-County,Ca,95762,950000.0,51,36.0,5.0,2.5,3129.0,Single family residential,1994.0,Active
1349 oak creek ct,El dorado hills,El-Dorado-County,Ca,95762,1089000.0,45,29.0,4.0,3.0,2834.0,Single family residential,1988.0,Active
7991 s shingle rd,Shingle springs,El-Dorado-County,Ca,95682,1250000.0,3,1.0,4.0,3.0,2808.0,Single family residential,2018.0,Active
2590 swansboro rd,Placerville,El-Dorado-County,Ca,95667,275000.0,0,0.0,3.0,3.0,1794.0,Mobile/manufactured home,1972.0,Active
3021 rising hill ct,Placerville,El-Dorado-County,Ca,95667,549900.0,0,2.0,3.0,2.0,1404.0,Single family residential,1979.0,Active
3550 - 3550 china garden road #51,Placerville,El-Dorado-County,Ca,95667,55000.0,56,34.0,2.0,1.0,720.0,Mobile/manufactured home,1973.0,Active
2340 del norte st,South lake tahoe,El-Dorado-County,Ca,96150,1798000.0,0,0.0,4.0,3.0,3660.0,"Residential, single family",1975.0,Active
2670 sand ridge rd,Placerville,El-Dorado-County,Ca,95667,900000.0,0,0.0,1.0,1.0,650.0,Single family residential,2017.0,Active
46805 orchard dr,Miramonte,Fresno-County,Ca,93641,645000.0,0,0.0,3.0,2.0,1585.0,Single family residential,1978.0,Active
1044 oxford ave,Clovis,Fresno-County,Ca,93612,309000.0,69,60.0,3.0,1.75,1178.0,Residential,1960.0,Active
8153 n cedar ave #104,Fresno,Fresno-County,Ca,93720,307000.0,66,68.0,3.0,2.0,1370.0,Condo,1990.0,Active
1175 applegate ave,Clovis,Fresno-County,Ca,93611,615000.0,6,28.0,4.0,3.0,2687.0,Residential,2003.0,Active
246 8th st,Orange cove,Fresno-County,Ca,93646,219900.0,46,59.0,4.0,1.0,973.0,Residential,1945.0,Active
3838 e turner ave,Fresno,Fresno-County,Ca,93702,100000.0,62,54.0,1.0,1.0,672.0,Single family residence,1948.0,Active
1759 n carson ave,Clovis,Fresno-County,Ca,93619,700575.0,3,36.0,4.0,2.5,2133.0,Single family residence,2022.0,Active
2381 s karen ave,Fresno,Fresno-County,Ca,93725,325000.0,8,29.0,3.0,2.0,1113.0,Residential,2000.0,Active
5438 e euclid ave,Fresno,Fresno-County,Ca,93727,410000.0,31,65.0,3.0,2.0,1683.0,Residential,1962.0,Active
6698 e woodward ave,Fresno,Fresno-County,Ca,93727,419900.0,7,31.0,3.0,2.0,1672.0,Residential,2021.0,Active
5346 n colonial ave #101,Fresno,Fresno-County,Ca,93704,387500.0,47,49.0,3.0,1.75,1824.0,Residential,1973.0,Active
8233 s frankwood ave,Reedley,Fresno-County,Ca,93654,579000.0,6,37.0,3.0,2.0,2200.0,Residential,1957.0,Active
2811 n cypress ave,Fresno,Fresno-County,Ca,93727,639900.0,15,28.0,4.0,3.5,2757.0,Single family residence,2020.0,Active
1629 n arthur ave,Fresno,Fresno-County,Ca,93705,399900.0,57,78.0,3.0,2.0,1362.0,Residential,1931.0,Active
11071 e bullard ave,Clovis,Fresno-County,Ca,93619,614999.0,3,28.0,4.0,1.75,2937.0,Residential,1973.0,Active
42303 hanging branch rd,Shaver lake,Fresno-County,Ca,93664,595000.0,0,16.0,3.0,2.0,1847.0,Residential,1973.0,Active
30 w bedford ave,Clovis,Fresno-County,Ca,93611,585000.0,29,67.0,3.0,2.0,2145.0,Residential,2002.0,Active
1033 south marion ave w,Fresno,Fresno-County,Ca,93625,508990.0,7,41.0,4.0,2.0,1973.0,Residential,2022.0,Active
1846 n dearing ave,Fresno,Fresno-County,Ca,93703,260000.0,68,70.0,3.0,1.75,1300.0,Residential,1968.0,Active
833 e cromwell ave,Fresno,Fresno-County,Ca,93720,396000.0,37,72.0,3.0,2.0,1472.0,Residential,1984.0,Active
28480 burrough valley rd,Tollhouse,Fresno-County,Ca,93667,229900.0,0,4.0,2.0,2.0,1100.0,Residential,1975.0,Active
38664 rustic ln,Squaw valley,Fresno-County,Ca,93675,310000.0,2,0.0,3.0,2.0,2128.0,Single family residence,1985.0,Active
4364 n 4th st,Fresno,Fresno-County,Ca,93726,380000.0,56,58.0,3.0,2.0,1637.0,Residential,1959.0,Active
6602 n sandrini ave,Fresno,Fresno-County,Ca,93722,645000.0,39,32.0,4.0,3.0,2491.0,Residential,2006.0,Active
1515 zenith pt,Clovis,Fresno-County,Ca,93619,420000.0,8,30.0,3.0,2.75,1648.0,Residential,2018.0,Active
3512 journey way,Clovis,Fresno-County,Ca,93619,380000.0,9,28.0,3.0,2.65,1212.0,Residential,2015.0,Active
513 e weldon ave,Fresno,Fresno-County,Ca,93704,250000.0,58,80.0,3.0,1.0,1202.0,Residential,1925.0,Active
575 laguna ave,Laton,Fresno-County,Ca,93242,475000.0,0,25.0,3.0,2.0,2000.0,Single family residential,2006.0,Active
3746 w princeton ave,Fresno,Fresno-County,Ca,93722,407000.0,55,56.0,3.0,2.0,1468.0,Residential,2007.0,Active
1001 sylmar ave unit sp 54,Clovis,Fresno-County,Ca,93612,135000.0,30,43.0,2.0,2.0,1200.0,Residential,1973.0,Active
2192 beverly ave,Clovis,Fresno-County,Ca,93611,400000.0,60,42.0,3.0,1.75,1649.0,Residential,1979.0,Active
3788 e swift ave,Fresno,Fresno-County,Ca,93726,299000.0,61,64.0,3.0,1.75,1130.0,Residential,1955.0,Active
28663 burrough north rd,Tollhouse,Fresno-County,Ca,93667,369900.0,0,24.0,3.0,2.0,2100.0,Residential,1985.0,Active
367 w san jose ave,Fresno,Fresno-County,Ca,93704,360000.0,65,50.0,3.0,2.0,2298.0,Residential,1987.0,Active
757 n miami ave,Clovis,Fresno-County,Ca,93611,399000.0,52,55.0,3.0,2.0,1360.0,Residential,1993.0,Active
425 yale ave,Coalinga,Fresno-County,Ca,93210,300000.0,42,43.0,3.0,3.0,2099.0,Residential,1963.0,Active
8748 n winery ave,Fresno,Fresno-County,Ca,93720,649000.0,44,59.0,4.0,3.0,2815.0,Residential,2002.0,Active
22220 masters dr,Friant,Fresno-County,Ca,93626,640000.0,6,1.0,3.0,2.0,2325.0,Single family residence,1998.0,Active
6515 bellows dr,Sanger,Fresno-County,Ca,93657,674900.0,0,0.0,2.0,2.0,2283.0,Residential,2019.0,Active
22657 muscat ave,Reedley,Fresno-County,Ca,93654,255000.0,3,28.0,2.0,2.0,1571.0,Residential,1925.0,Active
2603 e yeargin dr,Fresno,Fresno-County,Ca,93720,445000.0,50,68.0,3.0,2.0,1698.0,Residential,2000.0,Active
2408 e floyd ct,Fowler,Fresno-County,Ca,93625,435000.0,6,27.0,3.0,2.0,1664.0,Residential,2005.0,Active
2949 n 2nd street st,Fresno,Fresno-County,Ca,93703,285000.0,70,72.0,3.0,1.0,1042.0,Residential,1954.0,Active
336 e alluvial #112,Fresno,Fresno-County,Ca,93720,165000.0,76,76.0,3.0,2.0,1394.0,Residential,2022.0,Active
1338 n bailey ave,Fresno,Fresno-County,Ca,93727,269900.0,54,56.0,3.0,1.75,1104.0,Residential,1961.0,Active
5245 w wathen ave,Fresno,Fresno-County,Ca,93722,350000.0,34,57.0,3.0,2.0,1333.0,Residential,1990.0,Active
2455 w san jose ave,Fresno,Fresno-County,Ca,93711,449900.0,50,55.0,2.0,2.0,1947.0,Residential,1961.0,Active
113 e michigan ave,Fresno,Fresno-County,Ca,93704,499950.0,63,78.0,4.0,2.5,2598.0,Residential,1946.0,Active
1045 n caesar ave,Clovis,Fresno-County,Ca,93611,419888.0,42,56.0,3.0,2.0,1872.0,Residential,2001.0,Active
4337 w dudley ave,Fresno,Fresno-County,Ca,93722,375000.0,3,27.0,3.0,1.5,1000.0,Residential,1976.0,Active
4675 w bellaire way,Fresno,Fresno-County,Ca,93722,350000.0,46,45.0,4.0,2.0,1894.0,Residential,1991.0,Active
41674 corlew ln,Auberry,Fresno-County,Ca,93602,229000.0,0,8.0,2.0,1.5,1166.0,Residential,1930.0,Active
4791 w gibson ave,Fresno,Fresno-County,Ca,93722,389900.0,21,57.0,3.0,2.0,1767.0,Residential,1997.0,Active
2631 e clay ave,Fresno,Fresno-County,Ca,93701,459000.0,70,70.0,4.0,3.0,1912.0,Multi family,2020.0,Active
53 w west bordeaux ln,Clovis,Fresno-County,Ca,93619,415000.0,15,32.0,3.0,2.75,1546.0,Residential,2003.0,Active
6665 e liberty ave #86,Fresno,Fresno-County,Ca,93727,397800.0,11,30.0,3.0,2.0,1635.0,Residential,2023.0,Active
3764 n abby st,Fresno,Fresno-County,Ca,93726,499000.0,72,68.0,6.0,4.0,3194.0,Multi family,1959.0,Active
7532 n millbrook ave,Fresno,Fresno-County,Ca,93720,370000.0,32,70.0,3.0,2.5,1623.0,Residential,1988.0,Active
10978 n honeysuckle dr #119,Fresno,Fresno-County,Ca,93730,392890.0,6,46.0,3.0,2.0,1383.0,Condo,2023.0,Active
201 roosevelt st,Coalinga,Fresno-County,Ca,93210,147000.0,63,47.0,2.0,1.5,1024.0,Condo,1981.0,Active
10970 n honeysuckle dr #115,Fresno,Fresno-County,Ca,93730,379990.0,6,46.0,2.0,2.0,1383.0,Condo,2023.0,Active
3527 carmelita ave,Fresno,Fresno-County,Ca,93619,575000.0,6,27.0,4.0,3.0,2399.0,Single family residence,2015.0,Active
9778 n winery ave,Fresno,Fresno-County,Ca,93720,485000.0,24,57.0,3.0,2.5,2005.0,Single family residence,2003.0,Active
150 n anderson ave,Clovis,Fresno-County,Ca,93612,499900.0,28,47.0,3.0,2.0,1620.0,Residential,2003.0,Active
503 e alluvial ave #102,Fresno,Fresno-County,Ca,93720,375000.0,66,81.0,3.0,2.75,1693.0,Residential,1989.0,Active
14963 buggy whip ln,Prather,Fresno-County,Ca,93651,450000.0,0,10.0,1.0,1.0,920.0,Residential,1993.0,Active
148 santa barbara ave,Sanger,Fresno-County,Ca,93657,345000.0,30,46.0,3.0,2.0,1314.0,Residential,2003.0,Active
5522 n ellendale ave,Fresno,Fresno-County,Ca,93722,340000.0,9,35.0,3.0,2.0,1164.0,Single family home,1995.0,Active
3401 alcove way,Clovis,Fresno-County,Ca,93619,460000.0,11,28.0,4.0,3.0,1946.0,Residential,2014.0,Active
2533 n west ave,Fresno,Fresno-County,Ca,93705,279900.0,65,62.0,3.0,1.0,1018.0,Residential,1945.0,Active
6629 n 1st st,Fresno,Fresno-County,Ca,93710,415000.0,59,54.0,3.0,1.75,1652.0,Residential,1970.0,Active
2974 nelson blvd,Selma,Fresno-County,Ca,93662,365000.0,48,37.0,4.0,2.0,1710.0,Residential,2002.0,Active
3278 magnoila ave,Clovis,Fresno-County,Ca,93611,759000.0,10,29.0,5.0,3.0,3288.0,Residential,1995.0,Active
1115 e shields ave,Fresno,Fresno-County,Ca,93704,250000.0,66,69.0,3.0,1.0,896.0,Single family residence,1927.0,Active
685 w edinburgh ln,Clovis,Fresno-County,Ca,93619,390000.0,38,55.0,3.0,2.0,1271.0,Residential,2005.0,Active
1963 kelly ln,Clovis,Fresno-County,Ca,93611,415000.0,20,45.0,3.0,2.5,1648.0,Residential,2020.0,Active
9341 n maiden ln,Fresno,Fresno-County,Ca,93720,649000.0,54,65.0,3.0,2.5,2286.0,Residential,1990.0,Active
1724 minnewawa ave #112,Clovis,Fresno-County,Ca,93612,63000.0,77,65.0,1.0,1.0,520.0,Residential,1965.0,Active
7866 n gregory ave,Fresno,Fresno-County,Ca,93722,800000.0,13,45.0,5.0,3.5,3120.0,Single family residence,2001.0,Active
6334 n selland ave,Fresno,Fresno-County,Ca,93711,410000.0,50,55.0,3.0,2.0,1603.0,Residential,1992.0,Active
1770 w santa ana ave #101,Fresno,Fresno-County,Ca,93705,285500.0,55,52.0,2.0,1.75,1297.0,Residential,1974.0,Active
7441 e cortland ave,Fresno,Fresno-County,Ca,93737,415000.0,2,27.0,3.0,2.0,1540.0,Residential,2011.0,Active
3207 n academy ave,Sanger,Fresno-County,Ca,93657,670000.0,1,45.0,4.0,2.0,1800.0,Residential,1955.0,Active
2836 sierra madre ave,Clovis,Fresno-County,Ca,93611,550000.0,13,40.0,4.0,3.0,2223.0,Residential,2012.0,Active
3889 n van ness blvd,Fresno,Fresno-County,Ca,93704,785000.0,27,46.0,3.0,2.0,2317.0,Single family residence,1922.0,Active
5188 e ashlan ave #108,Fresno,Fresno-County,Ca,93727,263500.0,58,70.0,3.0,1.5,1295.0,Condo,1973.0,Active
632 s dearing ave,Fresno,Fresno-County,Ca,93702,285000.0,78,64.0,3.0,2.0,1256.0,Residential,1948.0,Active
5070 n annapolis ave #72,Fresno,Fresno-County,Ca,93723,453300.0,5,26.0,4.0,2.5,2086.0,Residential,2023.0,Active
1887 n rector ave,Clovis,Fresno-County,Ca,93619,1312500.0,6,28.0,6.0,4.0,4104.0,Residential,2007.0,Active
929 e gettysburg ave,Fresno,Fresno-County,Ca,93704,649000.0,50,42.0,4.0,3.0,2592.0,Residential,1951.0,Active
3748 e madison ave,Fresno,Fresno-County,Ca,93702,275000.0,65,52.0,3.0,1.0,1133.0,Residential,1938.0,Active
1140 w walter ave #55,Fowler,Fresno-County,Ca,93625,280000.0,16,43.0,2.0,2.5,1200.0,Condo,2007.0,Active
2530 lee st,Selma,Fresno-County,Ca,93662,350000.0,83,55.0,3.0,2.5,1645.0,Residential,1928.0,Active
2424 e marquise ct,Fresno,Fresno-County,Ca,93720,465000.0,31,66.0,2.0,2.0,2067.0,Residential,2001.0,Active
6290 e alta ave,Fresno,Fresno-County,Ca,93727,550000.0,49,40.0,3.0,2.5,2232.0,Residential,1975.0,Active
30547 seminole rd,Tollhouse,Fresno-County,Ca,93667,459000.0,0,0.0,3.0,2.75,2382.0,Residential,1995.0,Active
2706 w ashlan ave #325,Fresno,Fresno-County,Ca,93705,146000.0,45,62.0,2.0,2.0,1344.0,Residential,1975.0,Active
5263 n vagedes ave,Fresno,Fresno-County,Ca,93711,829900.0,48,56.0,6.0,3.0,3876.0,Residential,1957.0,Active
1010 e buckhill rd,Fresno,Fresno-County,Ca,93720,539900.0,68,70.0,4.0,2.5,2145.0,Residential,1990.0,Active
7166 n fruit ave #154,Fresno,Fresno-County,Ca,93711,250000.0,44,47.0,2.0,1.5,1224.0,Residential,1985.0,Active
5050 s center st,Del rey,Fresno-County,Ca,93616,265000.0,29,32.0,3.0,1.75,1250.0,Residential,1996.0,Active
21886 glenhaven ln,Friant,Fresno-County,Ca,93626,1049000.0,6,1.0,4.0,2.5,3168.0,Residential,1999.0,Active
4973 n holt ave #102,Fresno,Fresno-County,Ca,93705,118000.0,76,74.0,2.0,1.0,810.0,Condo,1970.0,Active
6385 n laureen ave,Fresno,Fresno-County,Ca,93710,439000.0,29,54.0,3.0,2.0,1864.0,Residential,1975.0,Active
5572 n ellendale ave,Fresno,Fresno-County,Ca,93722,330000.0,10,33.0,3.0,1.75,1248.0,Residential,1995.0,Active
6636 w stuart ave,Fresno,Fresno-County,Ca,93723,639950.0,4,26.0,5.0,3.5,3104.0,Residential,2017.0,Active
1216 sequoia,Fowler,Fresno-County,Ca,93625,459900.0,25,43.0,4.0,2.0,2031.0,Residential,2006.0,Active
2643 hampton way,Clovis,Fresno-County,Ca,93611,620000.0,13,30.0,5.0,2.75,2837.0,Residential,2001.0,Active
6342 n sharon ave,Fresno,Fresno-County,Ca,93710,515000.0,47,67.0,3.0,2.5,2210.0,Residential,1971.0,Active
45250 auberry rd,Auberry,Fresno-County,Ca,93602,425000.0,3,3.0,3.0,2.75,1538.0,Residential,1979.0,Active
5818 w sample ave,Fresno,Fresno-County,Ca,93722,369900.0,12,37.0,3.0,2.0,1293.0,Single family residence,1993.0,Active
2020 n fruit ave,Fresno,Fresno-County,Ca,93705,350000.0,41,65.0,3.0,1.5,1596.0,Residential,1941.0,Active
